-0.9619 -0.0459 0.7783
-0.6348 0.0830 0.5439
-0.7422 0.0410 0.4980
-0.8613 -0.0420 0.4600
-1.0352 0.1787 1.9990
-0.9307 -0.0771 0.5020
-0.9385 0.1025 1.1377
-0.7617 0.0029 0.5889
-0.8389 0.0566 0.8086
-0.8887 0.0449 0.8047
-0.8037 0.0186 0.6416
-0.8271 0.0068 0.5322
-0.7998 0.0527 0.7363
-0.8193 0.0410 0.6875
-0.8232 0.0381 0.6152
-0.8193 0.0068 0.4258
-0.8037 0.0645 0.7324
-1.0078 0.0449 0.6533
-0.3545 -0.1221 -0.2324
-0.8271 0.2471 1.7471
-0.8115 -0.0195 0.9863
-0.7930 0.0723 0.9746
-0.8232 0.0762 0.8877
-0.8232 0.0225 0.7324
-0.8193 0.0146 0.4336
-0.8232 0.0107 0.5098
-0.8076 0.0303 0.6348
-0.8232 0.0107 0.5469
-0.8232 0.0264 0.5439
-0.8467 -0.0039 0.4941
-0.7998 0.0723 0.5400
-0.5889 -0.0117 0.5850
-1.2275 0.0449 0.0557
-0.8691 -0.1680 -0.4629
-0.9121 0.1904 1.1758
-0.9160 -0.0996 -0.0547
-0.6426 0.0410 0.5850
-0.8311 0.0527 0.7930
-0.7813 0.0381 0.7588
-0.8311 0.0186 0.5811
-0.8193 0.0381 0.7100
-0.8154 0.0381 0.6611
-0.8232 0.0186 0.6113
-0.8232 0.0186 0.5059
-0.7734 -0.0078 0.5137
-0.6084 0.0449 0.0625
-0.6768 0.2441 1.9990
-0.8584 0.0264 0.4189
-0.8652 0.0986 0.7627
-0.8076 -0.0811 0.4756
-0.8076 0.0801 0.8496
-0.7656 0.0684 0.7441
-0.8271 0.0107 0.6074
-0.8154 0.0381 0.6494
-0.8193 0.0225 0.6113
-0.8154 0.0264 0.6416
-0.8037 0.0186 0.6348
-0.7969 0.0186 0.5586
-0.9424 0.1367 1.0996
-0.3545 0.0029 1.2549
-1.0273 0.3730 1.9990
-0.9160 0.2090 1.9326
-0.8613 0.0762 0.9902
-0.7539 -0.0156 0.2861
-0.8428 0.0527 0.6377
-0.8428 0.0762 1.0049
-0.8545 0.0225 0.7100
-0.8154 0.0029 0.4980
-0.7969 0.0410 0.7285
-0.8115 0.0381 0.6455
-0.8506 0.0225 0.5664
-0.8271 -0.0156 0.5586
-0.7422 -0.0732 0.2295
-1.1689 -0.0537 -0.5352
-0.8037 -0.3779 -2.0000
-0.7930 -0.0654 -1.2090
-0.8428 0.0527 0.8613
-0.7354 0.0068 1.1602
-0.6768 -0.0039 0.4297
-0.8652 0.0410 0.5508
-0.8154 0.0449 0.7783
-0.8350 0.0645 0.7520
-0.8389 0.0225 0.6348
-0.8115 0.0449 0.6719
-0.8467 0.0342 0.6680
-1.0273 0.3848 0.1768
-1.0771 0.0986 0.2070
-0.6885 0.1982 1.9990
-0.8584 -0.0811 0.1084
-0.9844 0.0684 0.6836
-0.8271 -0.0420 0.5586
-0.8350 0.0186 0.4336
-0.8613 0.0029 0.6152
-0.8115 0.0000 0.4863
-0.8311 0.0107 0.5020
-0.8115 0.0303 0.5625
-0.8271 0.0264 0.6533
-0.8232 0.0225 0.5508
-0.8311 0.0186 0.5742
-0.8037 0.0186 0.5850
-0.8545 -0.0273 -0.0283
-1.0156 -0.0576 -0.4404
-0.6807 0.0068 0.6045
-0.8848 -0.0615 0.1504
-0.7539 0.0410 0.4600
-0.8037 0.0410 0.7744
-0.8467 -0.0156 0.3242
-0.8115 0.0186 0.4795
-0.8115 0.0225 0.5703
-0.8271 0.0527 0.6719
-0.8193 0.0410 0.6533
-0.8271 0.0225 0.5742
-0.7998 0.0381 0.6045
-0.8311 0.0068 0.6914
-0.8584 0.1064 0.5664
-0.7539 0.2246 1.9990
-0.9199 -0.0771 0.1914
-0.8652 0.1064 0.6191
-0.8730 -0.0039 0.5244
-0.8770 0.0410 0.6348
-0.8389 0.0000 0.4561
-0.8389 0.0107 0.4902
-0.8311 0.0264 0.6348
-0.8232 0.0527 0.6914
-0.8232 0.0449 0.7021
-0.8311 0.0225 0.5850
-0.8311 0.0264 0.6309
-0.6123 -0.0352 0.0439
-0.8584 0.0381 0.3730
-0.8232 0.1367 1.1416
-0.8350 -0.0352 0.2676
-0.9463 0.0645 0.6572
-0.8545 0.0410 0.9521
-0.8428 0.0381 0.6533
-0.8037 0.0566 0.8164
-0.8154 0.0449 0.7559
-0.8193 0.0225 0.5586
-0.8232 0.0225 0.5508
-0.8271 0.0186 0.6230
-0.8232 0.0381 0.6045
-0.8193 0.0225 0.5547
-0.7773 -0.0039 0.3730
-0.8076 0.1221 1.1641
-1.3506 -0.1680 0.5811
-0.9160 0.1602 1.5049
-0.7695 0.0566 0.9561
-0.7998 0.0986 0.8389
-0.8848 0.0303 0.6836
-0.8076 0.0527 0.8389
-0.8232 0.0381 0.7666
-0.7998 0.0410 0.7139
-0.8350 0.0107 0.5889
-0.8193 0.0449 0.6836
-0.8193 0.0342 0.6611
-0.8232 0.0225 0.5771
-0.7002 -0.0420 0.4492
-1.0039 0.1064 1.2891
-0.1660 -0.0498 0.6113
-0.9775 0.2363 1.7510
-0.7197 -0.0498 1.1338
-0.7354 0.0488 0.8193
-0.7891 0.0947 0.6914
-0.7617 0.0225 0.7822
-0.8428 0.0488 0.7285
-0.8076 0.0186 0.5889
-0.8115 0.0225 0.5664
-0.8193 0.0381 0.6533
-0.8115 0.0068 0.6572
-0.8652 0.0264 0.6797
-1.0039 0.0068 0.4980
-0.8115 0.0762 0.8535
-0.3848 0.2285 1.9062
-1.1348 -0.0078 0.6982
-0.8232 0.0264 0.9102
-0.8545 -0.0078 0.7441
-0.8037 -0.0117 0.5771
-0.8467 0.0410 0.7285
-0.8428 0.0449 0.7217
-0.8193 0.0146 0.5469
-0.8389 0.0146 0.5400
-0.8193 0.0264 0.6494
-0.8271 0.0264 0.6230
-0.8389 0.0107 0.4902
-0.8809 -0.0078 0.4834
-0.8271 -0.0459 0.4531
-0.9922 0.1406 0.8535
-0.6738 0.0488 0.2295
-0.7578 0.0381 0.5205
-0.7813 0.1104 0.7822
-0.8887 -0.0420 0.6152
-0.8115 0.0410 0.7363
-0.8232 0.0186 0.6074
-0.8271 0.0225 0.5508
-0.8115 0.0068 0.5664
-0.8193 0.0186 0.6309
-0.8193 0.0381 0.5850
-0.8154 -0.0039 0.4453
-0.9580 0.0107 0.6113
-0.6465 0.0146 0.2939
-1.0928 -0.0273 -0.5234
-0.7158 -0.1875 -0.9434
-0.7275 0.0684 0.2783
-0.7314 0.1445 1.1758
-0.8428 0.0645 0.9443
-0.7969 0.0801 0.7061
-0.8154 0.0684 0.9102
-0.8076 0.0449 0.7480
-0.8154 0.0146 0.5703
-0.8271 0.0410 0.7285
-0.8193 0.0264 0.7061
-0.8271 0.0381 0.5928
-0.8350 0.0566 0.5811
-0.8691 0.0869 0.4258
-1.0234 0.1064 1.0244
-0.6348 0.0029 0.0625
-0.9619 0.0684 0.6572
-0.8271 0.0947 0.9180
-0.7734 0.0186 0.7930
-0.8193 0.0381 0.5771
-0.8154 0.0527 0.7861
-0.8037 0.0527 0.7705
-0.8232 0.0303 0.6680
-0.8271 0.0342 0.6230
-0.8389 0.0645 0.6836
-0.7734 0.0225 0.6416
-0.7930 0.0488 0.3691
-1.0771 -0.1035 -0.2510
-0.8271 0.3662 1.9990
-0.9697 0.0449 0.1045
-0.9619 0.1025 0.9863
-0.7813 0.0830 0.7930
-0.7617 0.0488 0.5928
-0.7998 0.0410 0.5664
-0.8193 0.0264 0.6494
-0.8467 0.0488 0.7441
-0.8193 0.0410 0.6914
-0.8154 0.0381 0.6230
-0.8389 0.0410 0.7100
-0.8770 0.0264 0.6113
-1.0850 0.0645 0.8428
-0.7354 -0.1533 -0.2168
-1.0615 0.1631 1.6709
-0.9658 -0.0420 -0.1943
-0.6924 0.0186 1.1260
-0.8887 0.1562 0.9297
-0.7500 0.0605 0.7285
-0.7773 0.0186 0.4492
-0.8076 0.0527 0.7441
-0.8232 0.0527 0.8008
-0.8154 0.0303 0.6494
-0.8232 0.0029 0.5439
-0.8506 0.0410 0.7139
-0.7500 0.0342 0.6650
-0.8506 -0.0195 0.3994
-0.5000 0.2090 1.9287
-1.0967 0.1787 1.8076
-0.3047 -0.1494 -0.5352
-0.8926 0.0566 0.0215
-0.8467 -0.0156 0.6455
-0.8545 0.0449 0.9561
-0.7773 0.0869 0.9521
-0.9463 -0.0117 0.3955
-0.8271 0.0605 0.7441
-0.8115 0.0410 0.7969
-0.8193 0.0225 0.6611
-0.8691 0.0947 0.6074
-1.0352 0.0107 0.5508
-1.0459 0.0146 0.6758
-0.6885 -0.1416 -0.6748
-0.7080 0.1562 1.6445
-0.6924 0.0449 0.7100
-0.7852 -0.0352 0.7559
-0.8467 0.0566 0.7021
-0.8350 -0.0078 0.5625
-0.8350 0.0410 0.5850
-0.8232 0.0146 0.5625
-0.8232 0.0186 0.5703
-0.8271 0.0107 0.5625
-0.8613 0.0488 0.3691
-0.9385 -0.0156 0.6348
-0.6768 0.0566 0.9600
-1.0459 -0.0391 0.4717
-0.8154 0.0986 0.9336
-0.9922 0.0684 0.6572
-0.8154 0.0488 0.9297
-0.7461 0.0303 0.6533
-0.8545 0.0225 0.5439
-0.8115 0.0029 0.5361
-0.8232 0.0029 0.5098
-0.8311 0.0225 0.6230
-0.8193 0.0107 0.6006
-0.8232 0.0410 0.6650
-0.8311 0.0186 0.6309
-0.7852 0.0342 0.7178
-1.5000 -0.0615 -0.3115
-0.9307 0.0449 0.4980
-1.1191 -0.2217 0.7100
-0.9736 0.1104 1.0430
-0.8037 0.0225 1.0244
-0.8193 -0.0039 0.7520
-0.8389 0.0410 0.7061
-0.8350 0.0488 0.7861
-0.8311 0.0068 0.5586
-0.8271 0.0107 0.4600
-0.8232 0.0410 0.7139
-0.8076 0.0186 0.6045
-0.8193 0.0186 0.5664
-0.8428 0.0029 0.4678
-0.8232 0.0488 0.6836
-0.9268 0.0488 0.8389
-0.4160 -0.0615 -0.1338
-0.8389 0.3008 1.7578
-0.6768 0.0801 0.8691
-0.6846 -0.0313 0.2295
-0.7578 0.1064 0.8691
-0.7852 0.0449 0.7822
-0.8154 0.0146 0.4902
-0.8232 0.0146 0.5205
-0.8115 0.0342 0.6455
-0.8350 0.0186 0.5771
-0.8232 0.0068 0.5703
-0.8545 0.0449 0.6719
-0.8584 0.0986 0.8496
-0.7236 0.1289 1.3271
-0.8350 -0.0879 -0.5615
-0.5078 0.0723 0.5361
-0.7383 -0.1152 -0.3037
-0.8506 -0.0195 0.0020
-0.8809 0.0381 0.6348
-0.7998 0.0000 0.3320
-0.8311 0.0264 0.4941
-0.8232 0.0381 0.6348
-0.8193 0.0225 0.6719
-0.8271 0.0303 0.6758
-0.8115 0.0225 0.6270
-0.8115 0.0342 0.7783
-0.8271 0.0410 0.5400
-0.9961 0.1445 0.6191
-0.4658 -0.1797 -0.2432
-0.6084 0.2021 1.9062
-0.8652 0.0107 0.9297
-0.9844 0.0107 0.5244
-0.8389 0.0801 0.7861
-0.7969 0.0449 0.7178
-0.8311 0.0410 0.5742
-0.8154 0.0264 0.5850
-0.8154 0.0449 0.6416
-0.8154 0.0566 0.6758
-0.8193 0.0186 0.6348
-0.8652 0.1182 0.5811
-0.7275 0.0107 0.5205
-1.1689 -0.0156 0.4795
-0.3965 -0.2480 -0.3037
-0.7354 0.2324 1.9990
-0.9004 0.0410 0.8389
-0.8467 0.0068 0.3506
-0.9082 0.0869 0.9141
-0.8311 0.0303 0.8086
-0.7969 0.0264 0.5771
-0.8115 0.0186 0.5244
-0.8154 0.0449 0.6680
-0.8115 0.0146 0.5283
-0.8115 0.0186 0.5811
-0.8232 0.0381 0.6611
-0.9697 0.0068 0.6494
-0.8506 0.0410 0.4111
-0.4961 0.0381 0.6836
-1.0273 0.1445 1.6484
-0.7969 0.0410 1.0088
-0.7422 0.0029 0.5469
-0.9004 0.0068 0.6914
-0.8506 0.0264 0.7930
-0.8115 0.0264 0.6006
-0.8232 0.0381 0.5928
-0.8350 0.0303 0.6152
-0.8271 0.0146 0.6045
-0.8232 0.0225 0.6230
-0.7891 0.0566 0.4561
-0.7695 -0.0078 0.5547
-0.8232 -0.0391 0.4531
-0.8389 0.2969 1.9990
-0.8545 -0.0156 0.4531
-0.9619 0.0869 0.9941
-0.7383 0.0186 0.7891
-0.8232 0.0566 0.7285
-0.8506 0.0381 0.6348
-0.8350 0.0146 0.6416
-0.8350 0.0264 0.5967
-0.8154 0.0000 0.5928
-0.8232 0.0146 0.6045
-0.8311 0.0000 0.4902
-0.8271 0.0342 0.5508
-0.7002 0.0410 1.0244
-0.7930 -0.1260 -0.2891
0.6650 0.4648 1.9170
-0.8271 0.3311 1.9990
-0.8545 -0.0840 0.5850
-0.9541 0.0068 0.1729
-0.8311 0.0645 0.8125
